Company Name,Growth Score,Mindshare Score,Momentum Score,Mattermark URL,Website,Description,Is Raising On AngelList,AngelList Raising Amount,AngelList Pre-Money Valuation,AngelList Raised Amount,Industry,Business Model,Keywords,Investors,Employee Count,Employees Month Ago,Employees Added This Month,Employees MoM,Employees 6 Months Ago,Employees Added In 6 Months,Employees 6 Months Growth,Est. Monthly Uniques,Monthly Uniques Week Ago,Monthly Uniques WoW,Monthly Uniques Month Ago,Monthly Uniques MoM,Est. Monthly Mobile Downloads,Mobile Downloads Week Ago,Mobile Downloads WoW,Mobile Downloads Month Ago,Mobile Downloads MoM,Twitter Followers,Twitter Followers Week Ago,Twitter Followers WoW,Twitter Followers Month Ago,Twitter Followers MoM,Twitter Mentions Last Week,Twitter Mentions 2 Weeks Ago,Twitter Mentions WoW,Twitter Mentions Last Month,Twitter Mentions 2 Months Ago,Twitter Mentions MoM,Facebook Likes,Facebook Likes Week Ago,Facebook Likes Wow,Facebook Likes Month Ago,Facebook Likes MoM,Facebook Talking Last Week,Facebook Talking 2 Weeks Ago,Facebook Talking WoW,Facebook Talking Month Ago,Facebook Talking 2 Months Ago,Facebook Talking MoM,LinkedIn Follows,LinkedIn Follows Week Ago,LinkedIn Follows WoW,LinkedIn Follows Month Ago,LinkedIn Follows MoM,Est. Founding Date,Stage,Total Funding,Last Funding Date,Last Funding Amount,Location,City,Region,State,Country,Continent,Has Mobile App,Has Google Play App,Has iTunes App,Months since last funding,Employees added since last funding,New person months since last funding,New funding employee growth,Date Added
8fit,544,468,147,https://mattermark.com/app/data/240880/,http://8fit.com,"8fit offers consumers custom workout plans and meals that are put together by a group of fitness and nutrition experts.",No,,,,fitness and wellness|mobile,B2C,android|fitness|health & wellness|nutrition,Arthur Kosten|Mark Evans|Vitamina K,23,23,0,0,14,9,64,24228,20434,19,16900,43,7911,7389,7,7354,8,9,9,0,9,0,29,16,81,118,62,90,3445,3391,2,2984,15,85,89,-4,81,111,-27,34,33,3,31,10,2014,Pre Series A,2500000,2015-08-31,2500000,palo alto,palo alto,,CA,usa,NA,Yes,Yes,Yes,6,10,47,53191.49,2014-02-12
nicetrails.com,527,527,760,https://mattermark.com/app/data/11314126/,http://nicetrails.com,"",No,,,,,,,,,,,,,,,,,,,,,,,,,801,739,8,,,,,,,,,1061,912,16,,,3,3,0,,,,,,,,,,No Known Funding,,,,,,,,,,No,No,No,,,,,2016-02-21
Livecoding.tv,498,498,11,https://mattermark.com/app/data/10921715/,http://livecoding.tv,"Livecoding.tv is a livestreaming platform to watch live coding products and programming languages they love. It is all about the social experience of live coding.",No,,,,education|social networking,B2B|B2C,web design,Y Combinator|YC Summer 2015,,,,,,,,669975,618310,8,542851,23,,,,,,4359,4278,2,4141,5,,,,,,,6334,6268,1,5997,6,214,214,0,566,355,59,,,,,,,Pre Series A,120000,2015-08-01,120000,bay area,mountain view,bay area,CA,usa,NA,No,No,No,7,,,0,2015-02-26
Kickresume,430,430,34,https://mattermark.com/app/data/177824/,http://kickresume.com,"Kickresume is online resume builder which helps you to create outstanding resumes. Just fill in your information, customise resume template and download PDF in minutes.",No,,,,career / job search|e-commerce|human resources|human resources hr,B2B|B2C,recruiting,,7,6,1,17,6,1,17,26051,24816,5,19371,34,,,,,,2434,2420,1,2384,2,0,5,-100,8,9,-11,2522,2499,1,2243,12,66,66,0,378,274,38,5,5,0,4,25,,No Known Funding,,,,bratislava,bratislava,,,svk,EU,No,No,No,,,,,2013-08-30
oblumi.com,417,417,332,https://mattermark.com/app/data/11309257/,http://oblumi.com,"",No,,,,,,,,,,,,,,,,,,,,,,,,,1021,1016,0,,,,,,,,,1966,1941,1,,,134,134,0,,,,,,,,,,No Known Funding,,,,,,,,,,No,No,No,,,,,2016-02-17
CallPage.io,400,400,112,https://mattermark.com/app/data/11098867/,http://callpage.io,"Callpage is widget that help get 75% more calls from clients of your website.",No,,,,telecommunications,B2B|Lead Generation|SaaS,customer service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,631,585,8,492,28,126,,,36,33,9,,,,,,,No Known Funding,,,,,,,,,,No,No,No,,,,,2015-09-12
SAVY,382,382,201,https://mattermark.com/app/data/10901501/,http://savy.lt,"",No,,,,,,,,1,,,,,,,33720,30015,12,14161,138,,,,,,,,,,,,,,,,,1886,,,,,,,,,,,6,,,,,2014,No Known Funding,,,,vilnius,vilnius,,,ltu,EU,No,No,No,,,,,2014-12-17
satismeter.com,373,373,-106,https://mattermark.com/app/data/10889494/,http://satismeter.com,"Simple, reliable and integrated measurement of Net Promoter Score",No,,,,,B2B|SaaS,crm|productivity|relationship management|small & medium sized business,,2,2,0,0,2,0,0,15972,14391,11,15693,2,,,,,,87,88,-1,89,-2,,,,,,,9,9,0,7,29,4,5,-20,1,1,0,2,2,0,2,0,,No Known Funding,,,,prague,prague,,,cze,EU,No,No,No,,,,,2014-12-11
upcom.eu,340,340,0,https://mattermark.com/app/data/11309367/,http://upcom.eu,"",No,,,,,,,,,,,,,,,,,,,,,,,,,34,,,,,,,,,,,309,309,0,,,2,2,0,,,,,,,,,,No Known Funding,,,,,,,,,,No,No,No,,,,,2016-02-17
BudgetBakers,336,336,387,https://mattermark.com/app/data/11053728/,http://budgetbakers.com,"Wallet by BudgetBakers, is for individuals and families who worry about not knowing where their money goes.",No,,,,,,,,,,,,,,,,,,,,,,,,,726,714,2,679,7,,,,,,,733,719,2,652,12,28,28,0,59,59,0,,,,,,,No Known Funding,,,,,,,,,,No,No,No,,,,,2015-08-21
Syncee,332,332,-568,https://mattermark.com/app/data/11234138/,http://syncee.io,"Syncee is a cloud based data exchange service for ecommerce companies.",No,,,,cloud computing|e-commerce,B2B|SaaS,,,,,,,,,,,,,,,,,,,,1274,1290,-1,1251,2,,,,,,,749,744,1,659,14,12,12,0,23,22,5,,,,,,,No Known Funding,,,,,,,,,,No,No,No,,,,,2015-11-07
foodpairing.com,327,327,25,https://mattermark.com/app/data/11175413/,http://foodpairing.com,"",No,,,,,,,,,,,,,,,,,,,,,,,,,6715,6692,0,6587,2,,,,,,,27112,26991,0,26885,1,66,66,0,118,118,0,,,,,,,No Known Funding,,,,,,,,,,Yes,No,Yes,,,,,2015-10-27
GraphyStories,311,311,30,https://mattermark.com/app/data/11008512/,http://graphystories.com,"GraphyStories is the new tool for media professionals. It delivers social media insights about Facebook, Instagram, Youtube, Twitter, Linkedin and the main",No,,,,,B2B|SaaS,,,,,,,,,,797,1415,-44,1363,-42,,,,,,1732,1745,-1,1709,1,,,,,,,78,78,0,71,10,2,7,-71,5,5,0,,,,,,,No Known Funding,,,,,,,,,,No,No,No,,,,,2015-06-18
Coachademy,302,302,347,https://mattermark.com/app/data/11150900/,http://coachademy.com,"Coachademy is a mobile app for on-demand Corporate Coaching, specifically targeting stress and wellness at work.",No,,,,mobile,B2B|B2C,health & wellness,,,,,,,,,,,,,,,,,,,950,940,1,907,5,,,,,,,556,546,2,523,6,25,25,0,72,43,67,,,,,,,No Known Funding,,,,,,,,,,No,No,No,,,,,2015-10-10
nnergix.com,301,301,43,https://mattermark.com/app/data/11309253/,http://nnergix.com,"",No,,,,,,,,,,,,,,,,,,,,,,,,,1577,1578,0,,,,,,,,,,,,,,,,,,,,,,,,,,No Known Funding,,,,,,,,,,No,No,No,,,,,2016-02-17
Worktoday App,297,297,514,https://mattermark.com/app/data/11244129/,http://worktodayapp.com,"Get jobs without interviews or selection processes, to merge immediately.",No,,,,,,,,,,,,,,,,,,,,,,,,,1656,1633,1,1589,4,,,,,,,1212,1180,3,1158,5,46,46,0,18,18,0,,,,,,,No Known Funding,,,,,pozuelo de alarcón,,,esp,EU,Yes,Yes,No,,,,,2015-11-13
bitprojects.de,296,296,167,https://mattermark.com/app/data/11309431/,http://bitprojects.de,"",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,19,11,,,,,,,,,,,,,,,No Known Funding,,,,,,,,,,No,No,No,,,,,2016-02-17
Wazypark,293,293,438,https://mattermark.com/app/data/11060988/,http://wazypark.com,"Find available parking spaces on street and stay connected to your car all day long.",No,,,,,,,,,,,,,,,488,454,7,,,,,,,,6632,6531,2,5946,12,,,,,,,1986,1907,4,1713,16,161,161,0,62,62,0,,,,,,,No Known Funding,,,,,,,,,,Yes,Yes,No,,,,,2015-08-21
Sherlock Srl,291,291,-619,https://mattermark.com/app/data/11255235/,http://sherlock.bike,"",No,,,,,,internet of things,,,,,,,,,,,,,,,,,,,375,369,2,344,9,,,,,,,1068,1063,0,916,17,21,21,0,310,310,0,,,,,,,No Known Funding,,,,,,,,,,No,No,No,,,,,2015-12-11
PUBLICFAST,291,291,1166,https://mattermark.com/app/data/226227/publicfast,http://publicfast.com,"Platform for promotion through opinion leaders social reach",No,,,,advertising|analytics|marketing|media,B2C,advertising platform|big data|social media|social media marketing,,9,8,1,13,6,3,50,1862,1403,33,1484,25,,,,,,2233,2231,0,2225,0,0,0,,0,0,,2536,2519,1,2462,3,24,24,0,37,37,0,39,38,3,35,11,2013,Pre Series A,300000,2013-12-13,300000,kiev,kiev,,,ukr,EU,No,No,No,27,1,20,15000,2013-12-26
Huballin,290,290,0,https://mattermark.com/app/data/10915568/,http://huballin.com,"Content Marketing just got easier with our online  platform. Order unique content written by professional writers to  increase traffic, leads and customers.",No,,,,marketing|media,B2B,sales|seo|small & medium sized business,,3,3,0,0,,,,1102,1033,7,666,65,,,,,,,,,,,,,,,,,78,78,0,76,3,3,3,0,3,3,0,8,8,0,,,,No Known Funding,,,,barcelona,barcelona,,,esp,EU,No,No,No,,,,,2015-02-04
holonix.it,283,283,34,https://mattermark.com/app/data/11309473/,http://holonix.it,"",No,,,,,,,,,,,,,,,,,,,,,,,,,241,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Known Funding,,,,,,,,,,No,No,No,,,,,2016-02-17
bitcalm.com,282,282,0,https://mattermark.com/app/data/297102/,http://bitcalm.com,"We offer you backup your servers and filesystems. You can save your web sites, media files, configurations and databases with our backup service. We will protect your progress!",No,,,,cloud computing|data storage|storage,B2B|SaaS,,,3,3,0,0,4,-1,-25,5178,5318,-3,7410,-30,,,,,,1698,1699,0,1713,-1,3,0,,5,8,-38,181,179,1,180,1,1,,,1,1,0,4,4,0,3,33,2014,No Known Funding,,,,tallinn,tallinn,,,est,EU,No,No,No,,,,,2014-07-03
uc.pt,274,252,-31,https://mattermark.com/app/data/281642/,http://uc.pt,"",No,,,,education,,,Portugal Ventures,10,10,0,0,,,,642582,639629,0,672551,-4,,,,,,,,,,,,,,,,,8730,8719,0,8453,3,45,45,0,47,,,227,216,5,188,21,,Pre Series A,0,,,coimbrã,coimbrã,,,prt,EU,No,No,No,,,,,2014-05-31
Agrivi,268,268,518,https://mattermark.com/app/data/244903/,http://agrivi.com,"Farm management software helps farmers to improve farm productivity and profitability. Trusted by thousands of farmers from over 150 countries. Sign up for",No,,,,agriculture,B2B|SaaS,,,12,12,0,0,10,2,20,10604,10024,6,5603,89,,,,,,660,660,0,636,4,1,0,,3,20,-85,19880,19465,2,17958,11,321,321,0,1878,1878,0,162,156,4,140,16,2013,Pre Series A,135000,2014-01-30,135000,london,london,london,,gbr,EU,Yes,Yes,No,25,6,64,2109.38,2014-02-25
ezzing.com,256,256,356,https://mattermark.com/app/data/11309527/,http://ezzing.com,"",No,,,,,,,,,,,,,,,,,,,,,,,,,131,131,0,,,,,,,,,316,315,0,,,10,10,0,,,,,,,,,,No Known Funding,,,,,,,,,,No,No,No,,,,,2016-02-17
greenapes.com,256,256,325,https://mattermark.com/app/data/11309466/,http://greenapes.com,"",No,,,,,,,,,,,,,,,,,,,,,,,,,517,515,0,,,,,,,,,3519,3428,3,,,208,,,,,,,,,,,,No Known Funding,,,,,,,,,,No,No,No,,,,,2016-02-17
Green momit SL,247,247,-37,https://mattermark.com/app/data/10994736/,http://momit.com,"momit, a specialist in the Internet of Things (IoT), is constantly developing efficient, innovative and smart solutions that are fully market compatible",No,,,,,,internet of things,,,,,,,,,977,1188,-18,2018,-52,,,,,,949,950,0,927,2,,,,,,,1345,1342,0,1326,1,62,62,0,60,57,5,,,,,,,No Known Funding,,,,madrid,madrid,,,esp,EU,No,No,No,,,,,2015-05-25
Lingua.ly,247,263,-452,https://mattermark.com/app/data/96296/,http://lingua.ly,"Lingua.ly -- a brand new way to learn a language",No,,,,education|mobile,B2C,language learning,,10,10,0,0,13,-3,-23,70135,56518,24,86011,-18,,2560,,3337,,2332,2317,1,2260,3,10,8,25,30,39,-23,10235,10212,0,10180,1,76,76,0,462,462,0,233,232,0,229,2,2011,A,1500000,2015-03-11,1000000,tel aviv,tel aviv,,,isr,AS,Yes,Yes,Yes,12,-4,26,38461.54,2013-04-04
limetri.eu,246,246,33,https://mattermark.com/app/data/11309211/,http://limetri.eu,"",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,62,0,,,8,8,0,,,,,,,,,,No Known Funding,,,,,,,,,,No,No,No,,,,,2016-02-17
jonasundderwolf.de,245,245,280,https://mattermark.com/app/data/11309509/,http://jonasundderwolf.de,"",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Known Funding,,,,,,,,,,No,No,No,,,,,2016-02-17
Evreka,237,237,154,https://mattermark.com/app/data/10910605/,http://evreka.co,"Real time optimisation for waste management systems",No,,,,,,internet of things,,,,,,,,,24,24,0,28,-14,,,,,,464,458,1,444,5,,,,,,,1092,1084,1,1035,6,54,54,0,47,110,-57,24,24,0,21,14,2014,No Known Funding,,,,turkey,,,,tur,EU,No,No,No,,,,,2015-01-24
Shipitwise,226,226,87,https://mattermark.com/app/data/11280052/,http://shipitwise.com,"The easiest way for air travellers to ship bulky items.",No,,,,e-commerce|hospitality|travel,B2C,logistics|tourism,,,,,,,,,,,,,,,,,,,222,226,-2,212,5,,,,,,,630,626,1,590,7,32,32,0,78,50,56,,,,,,,No Known Funding,,,,,,,,,,No,No,No,,,,,2016-01-21
studentlife.com.cy,225,225,33,https://mattermark.com/app/data/11309327/,http://studentlife.com.cy,"",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14272,14141,1,,,1386,1386,0,,,,,,,,,,No Known Funding,,,,,,,,,,Yes,No,Yes,,,,,2016-02-17
AppAnalytics,223,200,-626,https://mattermark.com/app/data/10908043/,http://appanalytics.io,"Mobile application analytics solution that allows viewing customers’ online experience - from aggregated heat maps to realtime.",No,,,,analytics|mobile|software development,B2B|SaaS,developer tools|ios|user experience|user experience design,,12,13,-1,-8,18,-6,-33,4582,3302,39,2298,99,,,,,,772,777,-1,780,-1,,,,,,,564,553,2,539,5,4,,,7,,,37,34,9,30,23,2015,Pre Series A,300000,2015-01-16,300000,bay area,san francisco,bay area,CA,usa,NA,No,No,No,14,6,107,2803.74,2015-01-08
Notegraphy,223,227,174,https://mattermark.com/app/data/157162/notegraphy,http://notegraphy.com,"Notegraphy is a web and mobile application that rethinks the way we write and share text online through design",No,,,,,B2C,design|social media,Kibo Ventures,12,12,0,0,13,-1,-8,84374,75235,12,48181,75,,77,,77,,1537,1536,0,1522,1,24,66,-64,148,152,-3,4353,4346,0,4335,0,7,7,0,8,13,-38,26,,,,,2013,Pre Series A,260000,2013-07-01,260000,barcelona,barcelona,,,esp,EU,Yes,No,Yes,32,-1,10,26000,2013-07-09
soundest.com,216,216,16,https://mattermark.com/app/data/280120/,http://soundest.com,"Create email campaigns with Soundest  - email marketing platform for e-commerce. Responsive newsletters, customer segmentation, email automation,  and more.",No,,,,email,B2B,,,,,,,,,,15002,13514,11,12943,16,,,,,,2936,2923,0,2866,2,4,6,-33,22,23,-4,1795,1789,0,1768,2,20,20,0,9,15,-40,,,,,,,No Known Funding,,,,london,london,london,,gbr,EU,No,No,No,,,,,2014-05-29
antlos.com,198,198,338,https://mattermark.com/app/data/305311/,http://antlos.com,"Online peer to peer marketplace offering all inclusive boat holidays with trusted skippers",No,,,,hospitality|travel,B2C|Marketplace,tourism,,10,11,-1,-9,8,2,25,24961,28338,-12,23536,6,,,,,,934,926,1,868,8,0,0,,2,47,-96,7255,7063,3,6947,4,209,209,0,52,52,0,28,25,12,18,56,2014,No Known Funding,,,,london,london,london,,gbr,EU,No,No,No,,,,,2014-07-09
Sellf,197,197,765,https://mattermark.com/app/data/269425/,http://sellfapp.com,"Take care of your business and yourself",No,,,,enterprise software|mobile,B2C|SaaS,crm|productivity|relationship management|small & medium sized business,,,,,,,,,1486,1128,32,812,83,,24,,24,,1159,1154,0,1114,4,2,1,100,4,41,-90,1270,1228,3,1128,13,44,44,0,59,59,0,,,,,,,Pre Series A,,2013-08-28,100000,roncade,roncade,,,ita,EU,Yes,No,Yes,30,,,0,2014-04-17
boatify,191,191,210,https://mattermark.com/app/data/11100243/,http://boatify.me,"worldwide peer to peer boat sharing community",No,,,,mobile,,,,,,,,,,,,,,,,,,,,,570,509,12,241,137,,,,,,,557,520,7,318,75,69,,,15,15,0,,,,,,,No Known Funding,,,,,,,,,,No,No,No,,,,,2015-09-15
Hypertech,183,183,275,https://mattermark.com/app/data/11282844/,http://hypertech.gr,"Hypertech one of pioneers in Internet and Mobile applications area. Have delivered products & services.",No,,,,,,,,,,,,,,,,,,,,,,,,,8,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,No Known Funding,,,,,athens,,,grc,EU,No,No,No,,,,,2016-01-21
Linknovate,182,182,415,https://mattermark.com/app/data/179100/linknovate,http://linknovate.com,"Linknovate | Your discovery engine",No,,,,energy|search,B2B|Marketplace,outsourcing,,4,3,1,33,3,1,33,10205,11802,-14,18240,-44,,,,,,8552,8514,0,8330,3,22,40,-45,131,192,-32,,,,,,,,,,,,91,90,1,85,7,2012,No Known Funding,,,,bay area,palo alto,bay area,CA,usa,NA,No,No,No,,,,,2014-05-02
Shoptsie,175,175,-810,https://mattermark.com/app/data/209349/shoptsie,http://shoptsie.com,"By using Shoptsie you can create your free online store or you can automatically turn any ordinary website or blog into an online store",Yes,200000,,0,e-commerce|mobile,B2B|SaaS,facebook|facebook applications,,,,,,,,,3708,3361,10,4065,-9,,,,,,459,444,3,415,11,0,0,,0,2,-100,675,673,0,651,4,10,10,0,25,25,0,,,,,,,No Known Funding,,,,,,,,,,No,No,No,,,,,2013-10-27
Psious,164,164,73,https://mattermark.com/app/data/10798307/,http://psious.com,"Psious. The benefits of virtual reality now in your office.",No,,,,healthcare|mobile,B2B,mhealth|virtual reality|vr,,17,18,-1,-6,12,5,42,277,393,-30,680,-59,,,,,,646,615,5,548,18,,,,,,,475,464,2,347,37,33,33,0,93,93,0,38,37,3,35,9,2014,Pre Series A,0,,,barcelona,barcelona,,,esp,EU,No,No,No,,,,,2014-11-03
Guide Me Right,163,141,38,https://mattermark.com/app/data/216614/,http://guidemeright.com,"Guide Me Right mette in contatto viaggiatori e persone locali attraverso le esperienze. Vivi un'esperienza unica con il tuo nuovo amico locale, prova Guide Me Right. ",No,,,,hospitality|travel,B2C,consulting|tourism,,14,16,-2,-13,14,0,0,1502,1404,7,2146,-30,,,,,,3827,3820,0,3813,0,39,13,200,54,137,-61,5428,5389,1,5147,5,162,162,0,101,101,0,127,125,2,116,9,,Pre Series A,100000,2014-07-15,100000,,,,,,,Yes,Yes,No,20,9,127,787.4,2013-11-18
Warply,162,143,445,https://mattermark.com/app/data/93986/warply,http://warp.ly,"A cloud based mobile marketing toolbox, that enables brands and developers to directly send interactive mobile marketing campaigns to their",No,,,,advertising|finance|marketing|mobile|payments,B2B,mobile advertising|mobile marketing|payments,,22,22,0,0,11,11,100,3464,3447,0,4339,-20,,,,,,,,,,,0,0,,0,1,-100,5694,5683,0,5503,3,319,319,0,181,181,0,456,453,1,437,4,2012,Pre Series A,500000,2013-02-23,500000,bay area,san francisco,bay area,CA,usa,NA,No,No,No,36,11,96,5208.33,2013-04-04
DunavNET,161,161,31,https://mattermark.com/app/data/11077375/,http://dunavnet.eu,"DunavNET offers cutting-edge mobile and IT products and services.",No,,,,,,,,,,,,,,,64,79,-19,,,,,,,,756,736,3,693,9,,,,,,,,,,,,,,,,,,,,,,,,No Known Funding,,,,novi sad,novi sad,,,srb,EU,No,No,No,,,,,2015-08-21
Cloudo,161,161,609,https://mattermark.com/app/data/10940802/,http://cloudo.co,"Cloudo is an application that boosts your productivity giving you one place to search, access and control all your online apps.",No,,,,,B2B|SaaS,productivity,Pioneer Venture Partners,,,,,,,,1531,2099,-27,1847,-17,,,,,,372,355,5,329,13,,,,,,,134,134,0,126,6,3,10,-70,3,3,0,5,5,0,5,0,,Pre Series A,110000,2015-10-19,110000,bratislava,bratislava,,,svk,EU,No,No,No,4,,,0,2015-03-25
getalbert.com,160,160,85,https://mattermark.com/app/data/11299810/,http://getalbert.com,"On-the-go invoicing as simple as email.",No,,,,,,,,,,,,,,,,,,,,,,,,,845,797,6,,,,,,,,,42,42,0,37,14,4,4,0,3,3,0,,,,,,,No Known Funding,,,,,,,,,,No,No,No,,,,,2016-02-02
sorryasaservice.com,158,158,-257,https://mattermark.com/app/data/10878371/,http://sorryasaservice.com,"Software that enables customer support agents to dispatch physical apologies and experiences to customers with one-click in their CRM system",No,,,,,,,London 2015 Fall|Techstars,,,,,,,,1647,1799,-8,2066,-20,,,,,,513,507,1,,,,,,,,,1258,1221,3,1146,10,43,43,0,13,13,0,,,,,,,Pre Series A,110000,2015-04-06,110000,,,,,,,No,No,No,11,,,0,2014-11-10
MRPEasy.com,154,154,780,https://mattermark.com/app/data/222850/mrpeasy-com,http://mrpeasy.com,"Easy MRP software system for small and medium sized manufacturers. Try it free for 15+15 days, no credit card needed",No,,,,,B2B,manufacturing,,5,4,1,25,3,2,67,2281,1951,17,1485,54,,,,,,69,67,3,65,6,0,0,,0,0,,819,585,40,471,74,439,439,0,101,,,4,4,0,4,0,,No Known Funding,,,,tallinn,tallinn,,,,,Yes,Yes,No,,,,,2013-12-11
KOIKI,153,153,165,https://mattermark.com/app/data/11069027/,http://koiki.eu,"Koiki is a socialentrepreneurship project in the home delivery service",No,,,,,,,,,,,,,,,82,55,49,,,,,,,,416,394,6,370,12,,,,,,,,,,,,,,,,,,,,,,,,No Known Funding,,,,madrid,madrid,,,esp,EU,No,No,No,,,,,2015-08-21
minzehealth.com,151,151,0,https://mattermark.com/app/data/11309238/,http://minzehealth.com,"",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Known Funding,,,,,,,,,,No,No,No,,,,,2016-02-17
usherU.com,150,150,133,https://mattermark.com/app/data/10533347/,http://usheru.com,"usheru provides all London Cinema listings and exlusive Offers for movies and unqiue Film Events",No,,,,entertainment|mobile,B2C,film|video,,11,10,1,10,10,1,10,337,356,-5,327,3,,,,,,25736,,,,,,,,,,,1127,1098,3,1090,3,17,17,0,34,34,0,97,96,1,91,7,2014,No Known Funding,,,,london,london,london,,gbr,EU,No,No,No,,,,,2014-10-06
treev,149,149,-490,https://mattermark.com/app/data/10918916/,http://treev.co,"treev is the fastest way to access all your work in the cloud, keeping you focused.",No,,,,enterprise software,B2B|SaaS,cloud computing|small & medium sized business,Berlin 2015 Summer|Techstars,,,,,,,,765,727,5,1342,-43,,,,,,1914,1929,-1,1975,-3,,,,,,,271,271,0,273,-1,1,1,0,2,3,-33,,,,,,,Pre Series A,110000,2014-12-08,110000,,,,,,,No,No,No,15,,,0,2015-02-18
PATCHWORKS makes tendertech S.L.,146,146,-318,https://mattermark.com/app/data/256763/,http://conductr.net,"CONDUCTR is the Ableton Live controller that makes sense on an iPad. No nested menus, no tiny knobs: designed to see ONLY what you need to see at any given time in the fastest and easiest way. And you can even play without watching the iPad. CONDUCTR IS MADE BY MUSICIANS FOR MUSICIANS",No,,,,mobile|music,B2C,ipad|tablets,Conector Batch 1,,,,,,,,1375,1506,-9,1561,-12,,17,,17,,2333,2321,1,2316,1,10,5,100,83,261,-68,7143,7143,0,7017,2,20,20,0,156,156,0,,,,,,,Pre Series A,0,,,barcelona,barcelona,,,esp,EU,Yes,No,Yes,,,,,2014-03-25
cartskill.com,144,144,-59,https://mattermark.com/app/data/11175104/,http://cartskill.com,"Increasing revenue for online stores. Machine Learning Product Recommendation Engine. Real-Time Persuasion Tools.",No,,,,,,,,,,,,,,,,,,,,,,,,,9,8,13,7,29,,,,,,,,,,,,,,,,,,,,,,,,No Known Funding,,,,,,,,,,No,No,No,,,,,2015-10-27
integrated.gr,140,140,193,https://mattermark.com/app/data/11309494/,http://integrated.gr,"",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,58,2,,,3,,,,,,,,,,,,No Known Funding,,,,,,,,,,No,No,No,,,,,2016-02-17
Konnektid,140,140,-585,https://mattermark.com/app/data/156279/,http://konnektid.com,"Everyone has a skill and knowledge worth sharing! Find skilled people in your neighbourhood who can teach you anything you need.",No,,,,education,B2B,p2p,,10,10,0,0,13,-3,-23,1243,1275,-3,1204,3,,,,,,1803,1801,0,1786,1,128,88,45,434,119,265,10307,10227,1,9460,9,217,217,0,181,181,0,84,84,0,83,1,2011,Pre Series A,0,2013-09-01,,amsterdam,amsterdam,,,nld,EU,No,No,No,30,9,225,0,2013-07-03
Glamping Hub,137,110,-194,https://mattermark.com/app/data/122550/glamping-hub,http://glampinghub.com,"The ultimate hub for all things glamping. Open the door to a new world of luxury outdoor accommodations.",No,,,,e-commerce|hospitality|travel,B2C,adventure travel,,28,27,1,4,24,4,17,212255,212717,0,210310,1,,,,,,7915,7896,0,7772,2,4,5,-20,58,143,-59,15421,15215,1,14719,5,238,238,0,225,207,9,307,300,2,278,10,2010,A,1000000,2014-09-09,1000000,bay area,san francisco,bay area,CA,usa,NA,No,No,No,18,11,122,8196.72,2013-04-26
TobyRich,133,133,0,https://mattermark.com/app/data/10357142/,http://tobyrich.com,"TobyRich is a international technology company from Germany. We are very passionate about innovative smartphone gadgets and mobile wireless solutions.",No,,,,hardware,B2C,consumer electronics|wireless,,7,7,0,0,,,,4398,4961,-11,3385,30,,,,,,297,301,-1,304,-2,,,,,,,2208,2207,0,2079,6,28,28,0,18,24,-25,25,24,4,23,9,2012,No Known Funding,,,,bremen,bremen,,,deu,EU,No,No,No,,,,,2014-09-22
Situm Technologies S.L.,133,133,455,https://mattermark.com/app/data/277848/,http://situm.es,"Multi-sensor indoor localization technology for smartphones. No aditional infraestructure. High accuracy.",No,,,,,,,,12,13,-1,-8,11,1,9,268,308,-13,308,-13,,,,,,402,400,1,387,4,125,15,733,159,39,308,351,350,0,332,6,8,8,0,7,7,0,188,184,2,155,21,2014,No Known Funding,,,,spain,,,,esp,EU,No,No,No,,,,,2014-05-24
infamouslabs.net,132,132,1,https://mattermark.com/app/data/11309485/,http://infamouslabs.net,"",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211,210,0,,,,,,,,,,,,,,,No Known Funding,,,,,,,,,,No,No,No,,,,,2016-02-17
OpenRisk,132,132,118,https://mattermark.com/app/data/11292508/,http://openrisk.eu,"The open future of risk management. Elearning and risk analysis tools based on open source, open data and web technologies",No,,,,,,,,,,,,,,,,,,,,,,,,,816,821,-1,744,10,,,,,,,5,5,0,2,150,,,,,,,,,,,,,No Known Funding,,,,,,,,,,No,No,No,,,,,2016-01-25
