Company Name,Growth Score,Mindshare Score,Momentum Score,Mattermark URL,Website,Description,Is Raising On AngelList,AngelList Raising Amount,AngelList Pre-Money Valuation,AngelList Raised Amount,Industry,Business Model,Keywords,Investors,Employee Count,Employees Month Ago,Employees Added This Month,Employees MoM,Employees 6 Months Ago,Employees Added In 6 Months,Employees 6 Months Growth,Est. Monthly Uniques,Monthly Uniques Week Ago,Monthly Uniques WoW,Monthly Uniques Month Ago,Monthly Uniques MoM,Est. Monthly Mobile Downloads,Mobile Downloads Week Ago,Mobile Downloads WoW,Mobile Downloads Month Ago,Mobile Downloads MoM,Twitter Followers,Twitter Followers Week Ago,Twitter Followers WoW,Twitter Followers Month Ago,Twitter Followers MoM,Twitter Mentions Last Week,Twitter Mentions 2 Weeks Ago,Twitter Mentions WoW,Twitter Mentions Last Month,Twitter Mentions 2 Months Ago,Twitter Mentions MoM,Facebook Likes,Facebook Likes Week Ago,Facebook Likes Wow,Facebook Likes Month Ago,Facebook Likes MoM,Facebook Talking Last Week,Facebook Talking 2 Weeks Ago,Facebook Talking WoW,Facebook Talking Month Ago,Facebook Talking 2 Months Ago,Facebook Talking MoM,LinkedIn Follows,LinkedIn Follows Week Ago,LinkedIn Follows WoW,LinkedIn Follows Month Ago,LinkedIn Follows MoM,Est. Founding Date,Stage,Total Funding,Last Funding Date,Last Funding Amount,Location,City,Region,State,Country,Continent,Has Mobile App,Has Google Play App,Has iTunes App,Months since last funding,Employees added since last funding,New person months since last funding,New funding employee growth,Date Added
totalobserver.com,,,,https://mattermark.com/app/data/11309356/,http://totalobserver.com,"",No,,,,,,,,,,,,,,,,,,,,,,,,,47,47,0,,,,,,,,,,,,,,,,,,,,,,,,,,No Known Funding,,,,,,,,,,No,No,No,,,,,2016-02-17
inbiolab.com,,,,https://mattermark.com/app/data/11309483/,http://inbiolab.com,"",No,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,No Known Funding,,,,,,,,,,No,No,No,,,,,2016-02-17
oobsoftwarecy.com,,,,https://mattermark.com/app/data/11309262/,http://oobsoftwarecy.com,"",No,,,,,,,,,,,,,,,,,,,,,,,,,6,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,No Known Funding,,,,,,,,,,No,No,No,,,,,2016-02-17
worx.de,,,,https://mattermark.com/app/data/11348049/,http://worx.de,"",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Known Funding,,,,,,,,,,No,No,No,,,,,2016-03-17
toursnap.com,,,,https://mattermark.com/app/data/11348056/,http://toursnap.com,"",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Known Funding,,,,,,,,,,No,No,No,,,,,2016-03-17
graphware.net,,,,https://mattermark.com/app/data/11309464/,http://graphware.net,"",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Known Funding,,,,,,,,,,No,No,No,,,,,2016-02-17
r-key.eu,,,,https://mattermark.com/app/data/11309293/,http://r-key.eu,"",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Known Funding,,,,,,,,,,No,No,No,,,,,2016-02-17
meeresstiftung.de,,,,https://mattermark.com/app/data/11348051/,http://meeresstiftung.de,"",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3353,,,,,,,,,,,,,,,,,No Known Funding,,,,,,,,,,No,No,No,,,,,2016-03-17
neuronsw.com,,,,https://mattermark.com/app/data/11337371/,http://neuronsw.com,"Neuron Software is a deep tech startup, exploring the use of self-teaching, constantly learning neural networks.",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Known Funding,,,,,,,,,,No,No,No,,,,,2016-03-11
klearlending.com,,,,https://mattermark.com/app/data/11337472/,http://klearlending.com,"",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Known Funding,,,,,,,,,,No,No,No,,,,,2016-03-11
labcup.net,,0,-1,https://mattermark.com/app/data/10033841/,http://labcup.net,"Cloud-based chemical inventory management, aimed at academic research laboratories. Provides time efficiency, cost efficiency, and safety.",No,,,,,,,,0,1,-1,-100,1,-1,-100,,,,,,,,,,,9,7,29,7,29,,,,,,,,,,,,,,,,,,9,9,0,9,0,,No Known Funding,,,,,,,,,,No,No,No,,,,,2014-08-18
lesprojekt.cz,,,,https://mattermark.com/app/data/11309209/,http://lesprojekt.cz,"",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Known Funding,,,,,,,,,,No,No,No,,,,,2016-02-17
me-engineering-m2m.de,,,,https://mattermark.com/app/data/11309228/,http://me-engineering-m2m.de,"",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Known Funding,,,,,,,,,,No,No,No,,,,,2016-02-17
motionchart.com,,,,https://mattermark.com/app/data/11309242/,http://motionchart.com,"",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Known Funding,,,,,,,,,,No,No,No,,,,,2016-02-17
noven.be,,,,https://mattermark.com/app/data/11309254/,http://noven.be,"",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Known Funding,,,,,,,,,,No,No,No,,,,,2016-02-17
onacci.com,,,,https://mattermark.com/app/data/11309261/,http://onacci.com,"",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Known Funding,,,,,,,,,,No,No,No,,,,,2016-02-17
optimusconsulting.es,,,,https://mattermark.com/app/data/11309266/,http://optimusconsulting.es,"",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Known Funding,,,,,,,,,,No,No,No,,,,,2016-02-17
pentatech.pl,,,,https://mattermark.com/app/data/11309273/,http://pentatech.pl,"",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Known Funding,,,,,,,,,,No,No,No,,,,,2016-02-17
stoorm5.com,,,,https://mattermark.com/app/data/11309324/,http://stoorm5.com,"",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Known Funding,,,,,,,,,,No,No,No,,,,,2016-02-17
tybo.rocks,,,,https://mattermark.com/app/data/11309362/,http://tybo.rocks,"",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Known Funding,,,,,,,,,,No,No,No,,,,,2016-02-17
w-lab.it,,,,https://mattermark.com/app/data/11309381/,http://w-lab.it,"",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Known Funding,,,,,,,,,,No,No,No,,,,,2016-02-17
actisa.net,,,,https://mattermark.com/app/data/11309401/,http://actisa.net,"",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Known Funding,,,,,,,,,,No,No,No,,,,,2016-02-17
aidiapp.com,,,,https://mattermark.com/app/data/11309406/,http://aidiapp.com,"",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Known Funding,,,,,,,,,,No,No,No,,,,,2016-02-17
bloei.nl,,,,https://mattermark.com/app/data/11309432/,http://bloei.nl,"",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Known Funding,,,,,,,,,,No,No,No,,,,,2016-02-17
cncuk.co,,,,https://mattermark.com/app/data/11309451/,http://cncuk.co,"",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Known Funding,,,,,,,,,,No,No,No,,,,,2016-02-17
happens.io,,,,https://mattermark.com/app/data/11309470/,http://happens.io,"",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Known Funding,,,,,,,,,,No,No,No,,,,,2016-02-17
eyza.es,,,,https://mattermark.com/app/data/11309526/,http://eyza.es,"",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Known Funding,,,,,,,,,,No,No,No,,,,,2016-02-17
getanyfit.com,,,,https://mattermark.com/app/data/11309545/,http://getanyfit.com,"",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Known Funding,,,,,,,,,,No,No,No,,,,,2016-02-17
ecoglobe.de,,,,https://mattermark.com/app/data/11309557/,http://ecoglobe.de,"",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Known Funding,,,,,,,,,,No,No,No,,,,,2016-02-17
enoges.com,,,,https://mattermark.com/app/data/11309571/,http://enoges.com,"",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Known Funding,,,,,,,,,,No,No,No,,,,,2016-02-17
sunnyrev.com,,,,https://mattermark.com/app/data/11309329/,http://sunnyrev.com,"",No,,,,,,,,,,,,,,,,,,,,,,,,,149,149,0,,,,,,,,,351,351,0,,,,,,,,,,,,,,,No Known Funding,,,,,,,,,,No,No,No,,,,,2016-02-17
toonaville.com,,,,https://mattermark.com/app/data/11309355/,http://toonaville.com,"",No,,,,,,,,,,,,,,,,,,,,,,,,,369,367,1,,,,,,,,,412,412,0,,,3,3,0,,,,,,,,,,No Known Funding,,,,,,,,,,No,No,No,,,,,2016-02-17
cloudheizung.de,,,,https://mattermark.com/app/data/11309449/,http://cloudheizung.de,"",No,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,88,88,0,,,,,,,,,,,,,,,No Known Funding,,,,,,,,,,No,No,No,,,,,2016-02-17
kissmy.bike,,,,https://mattermark.com/app/data/11309514/,http://kissmy.bike,"",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195,189,3,,,2,,,,,,,,,,,,No Known Funding,,,,,,,,,,No,No,No,,,,,2016-02-17
descansare.com,,,,https://mattermark.com/app/data/11309552/,http://descansare.com,"",No,,,,,,,,,,,,,,,,,,,,,,,,,65,65,0,,,,,,,,,247,247,0,,,,,,,,,,,,,,,No Known Funding,,,,,,,,,,No,No,No,,,,,2016-02-17
gastrohunter.eu,,,,https://mattermark.com/app/data/11309540/,http://gastrohunter.eu,"",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,67,0,,,,,,,,,,,,,,,No Known Funding,,,,,,,,,,No,No,No,,,,,2016-02-17
ipsoft.it,,,,https://mattermark.com/app/data/11309499/,http://ipsoft.it,"",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132,132,0,,,,,,,,,,,,,,,No Known Funding,,,,,,,,,,No,No,No,,,,,2016-02-17
aslogic.es,,,,https://mattermark.com/app/data/11309418/,http://aslogic.es,"",No,,,,,,,,,,,,,,,,,,,,,,,,,22,22,0,,,,,,,,,19,19,0,,,,,,,,,,,,,,,No Known Funding,,,,,,,,,,No,No,No,,,,,2016-02-17
appinclusive.com,,,,https://mattermark.com/app/data/11337349/,http://appinclusive.com,"",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,No Known Funding,,,,,,,,,,No,No,No,,,,,2016-03-11
computercursus.com,,,,https://mattermark.com/app/data/11337351/,http://computercursus.com,"",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Known Funding,,,,,,,,,,No,No,No,,,,,2016-03-11
bastly.com,,,,https://mattermark.com/app/data/11337356/,http://bastly.com,"",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Known Funding,,,,,,,,,,No,No,No,,,,,2016-03-11
datenfreun.de,,,,https://mattermark.com/app/data/11337394/,http://datenfreun.de,"",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Known Funding,,,,,,,,,,No,No,No,,,,,2016-03-11
lawly.eu,,,,https://mattermark.com/app/data/11337407/,http://lawly.eu,"",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Known Funding,,,,,,,,,,No,No,No,,,,,2016-03-11
pricewisely.com,,,,https://mattermark.com/app/data/11337419/,http://pricewisely.com,"",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Known Funding,,,,,,,,,,No,No,No,,,,,2016-03-11
smarkcity.com,,,,https://mattermark.com/app/data/11337421/,http://smarkcity.com,"",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214,,,,,,,,,,,,,,,,,No Known Funding,,,,,,,,,,No,No,No,,,,,2016-03-11
3dkumo.com,,,,https://mattermark.com/app/data/11337433/,http://3dkumo.com,"",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Known Funding,,,,,,,,,,No,No,No,,,,,2016-03-11
screen.ly,,,,https://mattermark.com/app/data/11337438/,http://screen.ly,"",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Known Funding,,,,,,,,,,No,No,No,,,,,2016-03-11
3d-revoprint.com,,,,https://mattermark.com/app/data/11337440/,http://3d-revoprint.com,"",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Known Funding,,,,,,,,,,No,No,No,,,,,2016-03-11
bd4bs.com,,,,https://mattermark.com/app/data/11337445/,http://bd4bs.com,"",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Known Funding,,,,,,,,,,No,No,No,,,,,2016-03-11
eviti.co,,,,https://mattermark.com/app/data/11337399/,http://eviti.co,"",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Known Funding,,,,,,,,,,No,No,No,,,,,2016-03-11
tea-engineering.com,,,,https://mattermark.com/app/data/11337426/,http://tea-engineering.com,"",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Known Funding,,,,,,,,,,No,No,No,,,,,2016-03-11
wir-bauen-hamburg.de,,,,https://mattermark.com/app/data/11337452/,http://wir-bauen-hamburg.de,"",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Known Funding,,,,,,,,,,No,No,No,,,,,2016-03-11
etest.de,,,,https://mattermark.com/app/data/11337457/,http://etest.de,"",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172,,,,,,,,,,,,,,,,,No Known Funding,,,,,,,,,,No,No,No,,,,,2016-03-11
owise.nl,,,,https://mattermark.com/app/data/11337488/,http://owise.nl,"",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Known Funding,,,,,,,,,,No,No,No,,,,,2016-03-11
papayapos.com,,,,https://mattermark.com/app/data/11337490/,http://papayapos.com,"",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153,,,,,,,,,,,,,,,,,No Known Funding,,,,,,,,,,No,No,No,,,,,2016-03-11
timesquatters.com,,,,https://mattermark.com/app/data/11337503/,http://timesquatters.com,"",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1220,,,,,,,,,,,,,,,,,No Known Funding,,,,,,,,,,No,No,No,,,,,2016-03-11
meshify.dk,,,,https://mattermark.com/app/data/11337476/,http://meshify.dk,"",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Known Funding,,,,,,,,,,No,No,No,,,,,2016-03-11
semwin.lt,,,,https://mattermark.com/app/data/11337382/,http://semwin.lt,"",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Known Funding,,,,,,,,,,No,No,No,,,,,2016-03-11
vocalia.co,,,,https://mattermark.com/app/data/11337387/,http://vocalia.co,"",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Known Funding,,,,,,,,,,No,No,No,,,,,2016-03-11
gridhound.de,,,,https://mattermark.com/app/data/11337402/,http://gridhound.de,"",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Known Funding,,,,,,,,,,No,No,No,,,,,2016-03-11
neuropublic.gr,,,,https://mattermark.com/app/data/11337414/,http://neuropublic.gr,"",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Known Funding,,,,,,,,,,No,No,No,,,,,2016-03-11
funkanu.com,,,,https://mattermark.com/app/data/11337464/,http://funkanu.com,"",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Known Funding,,,,,,,,,,No,No,No,,,,,2016-03-11
ides.eu,,,,https://mattermark.com/app/data/11337469/,http://ides.eu,"",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Known Funding,,,,,,,,,,No,No,No,,,,,2016-03-11
kalliopesuite.com,,,,https://mattermark.com/app/data/11337471/,http://kalliopesuite.com,"",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,,,,,,,,,,,,,,,,,No Known Funding,,,,,,,,,,No,No,No,,,,,2016-03-11
neveo.be,,,,https://mattermark.com/app/data/11337483/,http://neveo.be,"",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Known Funding,,,,,,,,,,No,No,No,,,,,2016-03-11
shoozr.com,,,,https://mattermark.com/app/data/11337495/,http://shoozr.com,"",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Known Funding,,,,,,,,,,No,No,No,,,,,2016-03-11
spymoz.com,,,,https://mattermark.com/app/data/11337363/,http://spymoz.com,"",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,,,,,,,,,,,,,,,,No Known Funding,,,,,,,,,,No,No,No,,,,,2016-03-11
modsgn.com,,,,https://mattermark.com/app/data/11337368/,http://modsgn.com,"",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,247,,,,,,,,,,,,,,,,,No Known Funding,,,,,,,,,,No,No,No,,,,,2016-03-11
motoglobe.hu,,,,https://mattermark.com/app/data/11337370/,http://motoglobe.hu,"",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Known Funding,,,,,,,,,,No,No,No,,,,,2016-03-11
qold.co,,,,https://mattermark.com/app/data/11337375/,http://qold.co,"",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Known Funding,,,,,,,,,,No,No,No,,,,,2016-03-11
metisbaltic.lt,,,,https://mattermark.com/app/data/11309235/,http://metisbaltic.lt,"",No,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Known Funding,,,,,,,,,,No,No,No,,,,,2016-02-17
silpion.de,,,,https://mattermark.com/app/data/11348050/,http://silpion.de,"",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Known Funding,,,,,,,,,,No,No,No,,,,,2016-03-17
alysso.eu,,,,https://mattermark.com/app/data/11348055/,http://alysso.eu,"",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Known Funding,,,,,,,,,,No,No,No,,,,,2016-03-17
Applied Research to Technologies,,,,https://mattermark.com/app/data/11087021/,http://ares2t.com,"Ares2t develops innovative solutions in the fields of Future Internet and Smart Analytics applied to the Mobile and Digital economy.",No,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,,,,,,,154,154,0,154,0,2,,,2,,,,,,,,,No Known Funding,,,,rome,rome,,,ita,EU,No,No,No,,,,,2015-08-21
Duo Money,,,,https://mattermark.com/app/data/11148517/,http://duo.money,"",No,,,,e-commerce|finance|mobile|payments,,payments,,,,,,,,,,,,,,,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Known Funding,,,,cambridge,cambridge,,,gbr,EU,No,No,No,,,,,2015-10-03
croffee.de,,,,https://mattermark.com/app/data/11309549/,http://croffee.de,"",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,91,0,,,,,,,,,,,,,,,No Known Funding,,,,,,,,,,No,No,No,,,,,2016-02-17
magicbox.es,,,,https://mattermark.com/app/data/11309222/,http://magicbox.es,"",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Known Funding,,,,,,,,,,No,No,No,,,,,2016-02-17
mivoq.it,,,,https://mattermark.com/app/data/11309239/,http://mivoq.it,"",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Known Funding,,,,,,,,,,No,No,No,,,,,2016-02-17
oclab.it,,,,https://mattermark.com/app/data/11309258/,http://oclab.it,"",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Known Funding,,,,,,,,,,No,No,No,,,,,2016-02-17
opox.eu,,,,https://mattermark.com/app/data/11309265/,http://opox.eu,"",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Known Funding,,,,,,,,,,No,No,No,,,,,2016-02-17
si-research.eu,,,,https://mattermark.com/app/data/11309311/,http://si-research.eu,"",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Known Funding,,,,,,,,,,No,No,No,,,,,2016-02-17
swop-it.org,,,,https://mattermark.com/app/data/11309330/,http://swop-it.org,"",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,294,,,,,,,,,,,,,,,,,No Known Funding,,,,,,,,,,No,No,No,,,,,2016-02-17
unitc.fi,,,,https://mattermark.com/app/data/11309366/,http://unitc.fi,"",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Known Funding,,,,,,,,,,No,No,No,,,,,2016-02-17
abutter.com,,,,https://mattermark.com/app/data/11309400/,http://abutter.com,"",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Known Funding,,,,,,,,,,No,No,No,,,,,2016-02-17
amitec.gr,,,,https://mattermark.com/app/data/11309412/,http://amitec.gr,"",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Known Funding,,,,,,,,,,No,No,No,,,,,2016-02-17
igcom.it,,,,https://mattermark.com/app/data/11309481/,http://igcom.it,"",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,,,,,,,,,,,,,,,,No Known Funding,,,,,,,,,,No,No,No,,,,,2016-02-17
invivo-gmbh.de,,,,https://mattermark.com/app/data/11309498/,http://invivo-gmbh.de,"",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Known Funding,,,,,,,,,,No,No,No,,,,,2016-02-17
irdetec.com,,,,https://mattermark.com/app/data/11309501/,http://irdetec.com,"",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Known Funding,,,,,,,,,,No,No,No,,,,,2016-02-17
leaf-eng.com,,,,https://mattermark.com/app/data/11309520/,http://leaf-eng.com,"",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Known Funding,,,,,,,,,,No,No,No,,,,,2016-02-17
eurob.com,,,,https://mattermark.com/app/data/11309575/,http://eurob.com,"",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Known Funding,,,,,,,,,,No,No,No,,,,,2016-02-17
brooband.com,,,,https://mattermark.com/app/data/11337350/,http://brooband.com,"",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Known Funding,,,,,,,,,,No,No,No,,,,,2016-03-11
angeldelaguardabcn.com,,,,https://mattermark.com/app/data/11337355/,http://angeldelaguardabcn.com,"",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Known Funding,,,,,,,,,,No,No,No,,,,,2016-03-11
panonit.com,,,,https://mattermark.com/app/data/11337374/,http://panonit.com,"",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,,,,,,,,,,,,,,,,,No Known Funding,,,,,,,,,,No,No,No,,,,,2016-03-11
datawizard.it,,,,https://mattermark.com/app/data/11337393/,http://datawizard.it,"",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Known Funding,,,,,,,,,,No,No,No,,,,,2016-03-11
knicytours.com,,,,https://mattermark.com/app/data/11337406/,http://knicytours.com,"",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Known Funding,,,,,,,,,,No,No,No,,,,,2016-03-11
piaget-institute.org,,,,https://mattermark.com/app/data/11337418/,http://piaget-institute.org,"",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Known Funding,,,,,,,,,,No,No,No,,,,,2016-03-11
re-travel.de,,,,https://mattermark.com/app/data/11337420/,http://re-travel.de,"",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Known Funding,,,,,,,,,,No,No,No,,,,,2016-03-11
sys-man.it,,,,https://mattermark.com/app/data/11337425/,http://sys-man.it,"",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Known Funding,,,,,,,,,,No,No,No,,,,,2016-03-11
closeround.com,,,,https://mattermark.com/app/data/11337432/,http://closeround.com,"",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Known Funding,,,,,,,,,,No,No,No,,,,,2016-03-11
applica2.com,,,,https://mattermark.com/app/data/11337444/,http://applica2.com,"",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Known Funding,,,,,,,,,,No,No,No,,,,,2016-03-11
e-assyst.nl,,,,https://mattermark.com/app/data/11337449/,http://e-assyst.nl,"",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Known Funding,,,,,,,,,,No,No,No,,,,,2016-03-11
emtech.global,,,,https://mattermark.com/app/data/11337451/,http://emtech.global,"",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Known Funding,,,,,,,,,,No,No,No,,,,,2016-03-11
